Case ID,Activity,Start,Complete,Classification
trace_1906,Initial diagnosis,2016/01/04 14:33:44.000,2016/01/04 14:44:44.000,
trace_1906,Functional escalation,2016/01/04 14:44:44.000,2016/01/04 14:51:44.000,
trace_1906,Investigation and diagnosis,2016/01/04 17:28:44.000,2016/01/04 23:54:44.000,
trace_1906,Initial diagnosis,2016/01/05 00:59:44.000,2016/01/05 01:09:44.000,
trace_1906,Incident closure,2016/01/05 03:10:44.000,2016/01/05 03:17:44.000,
trace_1907,Incident logging,2016/01/04 11:34:44.000,2016/01/04 11:39:44.000,
trace_1907,Incident classification,2016/01/04 11:41:44.000,2016/01/04 11:41:44.000,Mail
trace_1907,Initial diagnosis,2016/01/04 11:52:44.000,2016/01/04 12:03:44.000,
trace_1907,Resolution and recovery,2016/01/04 19:27:44.000,2016/01/04 20:10:44.000,
trace_1907,Incident closure,2016/01/04 20:11:44.000,2016/01/04 20:15:44.000,
trace_1908,Incident logging,2016/01/04 14:15:44.000,2016/01/04 14:16:44.000,
trace_1908,Incident classification,2016/01/04 14:18:44.000,2016/01/04 14:24:44.000,Mail
trace_1908,Initial diagnosis,2016/01/04 14:27:44.000,2016/01/04 14:39:44.000,
trace_1908,Incident closure,2016/01/04 16:39:44.000,2016/01/04 16:56:44.000,
trace_1909,Incident logging,2016/01/04 14:05:44.000,2016/01/04 14:05:44.000,
trace_1909,Incident classification,2016/01/04 14:06:44.000,2016/01/04 14:07:44.000,SAP
trace_1909,Initial diagnosis,2016/01/04 14:13:44.000,2016/01/04 14:25:44.000,
trace_1909,Resolution and recovery,2016/01/04 15:54:44.000,2016/01/04 16:22:44.000,
trace_1909,Incident closure,2016/01/04 16:22:44.000,2016/01/04 16:33:44.000,
trace_1910,Incident logging,2016/01/04 17:21:44.000,2016/01/04 17:24:44.000,
trace_1910,Incident classification,2016/01/04 17:24:44.000,2016/01/04 17:39:44.000,Citrix
trace_1910,Initial diagnosis,2016/01/04 17:46:44.000,2016/01/04 17:51:44.000,
trace_1910,Functional escalation,2016/01/04 17:55:44.000,2016/01/04 17:59:44.000,
trace_1910,Investigation and diagnosis,2016/01/05 13:54:44.000,2016/01/06 02:17:44.000,
trace_1910,Resolution and recovery,2016/01/06 06:59:44.000,2016/01/06 07:16:44.000,
trace_1910,Incident closure,2016/01/06 07:18:44.000,2016/01/06 07:29:44.000,
trace_1911,Incident logging,2016/01/04 14:16:44.000,2016/01/04 14:16:44.000,
trace_1911,Incident classification,2016/01/04 14:17:44.000,2016/01/04 14:23:44.000,Citrix
trace_1911,Initial diagnosis,2016/01/04 14:32:44.000,2016/01/04 14:42:44.000,
trace_1911,Functional escalation,2016/01/04 14:42:44.000,2016/01/04 14:50:44.000,
trace_1911,Investigation and diagnosis,2016/01/05 08:52:44.000,2016/01/05 14:45:44.000,
trace_1911,Resolution and recovery,2016/01/05 18:21:44.000,2016/01/05 19:08:44.000,
trace_1911,Incident closure,2016/01/05 19:08:44.000,2016/01/05 19:10:44.000,
trace_1912,Incident logging,2016/01/04 13:38:44.000,2016/01/04 13:49:44.000,
trace_1912,Incident classification,2016/01/04 13:50:44.000,2016/01/04 13:52:44.000,SAP
trace_1912,Initial diagnosis,2016/01/04 13:56:44.000,2016/01/04 13:59:44.000,
trace_1912,Functional escalation,2016/01/04 14:03:44.000,2016/01/04 14:09:44.000,
trace_1912,Investigation and diagnosis,2016/01/05 08:52:44.000,2016/01/05 19:14:44.000,
trace_1912,Initial diagnosis,2016/01/05 20:23:44.000,2016/01/05 20:29:44.000,
trace_1912,Incident closure,2016/01/05 22:32:44.000,2016/01/05 22:45:44.000,
trace_1913,Incident logging,2016/01/04 12:38:44.000,2016/01/04 12:40:44.000,
trace_1913,Incident classification,2016/01/04 12:43:44.000,2016/01/04 12:50:44.000,SAP
trace_1913,Initial diagnosis,2016/01/04 13:05:44.000,2016/01/04 13:13:44.000,
trace_1913,Functional escalation,2016/01/04 13:15:44.000,2016/01/04 13:20:44.000,
trace_1913,Investigation and diagnosis,2016/01/04 23:07:44.000,2016/01/05 01:13:44.000,
trace_1913,Initial diagnosis,2016/01/05 02:26:44.000,2016/01/05 02:30:44.000,
trace_1913,Resolution and recovery,2016/01/05 06:08:44.000,2016/01/05 07:11:44.000,
trace_1913,Incident closure,2016/01/05 07:11:44.000,2016/01/05 07:11:44.000,
trace_1914,Incident logging,2016/01/04 13:22:44.000,2016/01/04 13:24:44.000,
trace_1914,Incident classification,2016/01/04 13:25:44.000,2016/01/04 13:36:44.000,Mail
trace_1914,Initial diagnosis,2016/01/04 13:42:44.000,2016/01/04 13:45:44.000,
trace_1914,Functional escalation,2016/01/04 13:45:44.000,2016/01/04 13:49:44.000,
trace_1914,Investigation and diagnosis,2016/01/04 23:37:44.000,2016/01/05 02:58:44.000,
trace_1914,Incident closure,2016/01/05 04:58:44.000,2016/01/05 05:13:44.000,
trace_1915,Incident logging,2016/01/04 13:53:44.000,2016/01/04 14:04:44.000,
trace_1915,Incident classification,2016/01/04 14:06:44.000,2016/01/04 14:12:44.000,SAP
trace_1915,Initial diagnosis,2016/01/04 14:15:44.000,2016/01/04 14:26:44.000,
trace_1915,Functional escalation,2016/01/04 14:31:44.000,2016/01/04 14:37:44.000,
trace_1915,Investigation and diagnosis,2016/01/04 23:09:44.000,2016/01/05 11:54:44.000,
trace_1915,Initial diagnosis,2016/01/05 12:59:44.000,2016/01/05 13:04:44.000,
trace_1915,Functional escalation,2016/01/05 13:09:44.000,2016/01/05 13:18:44.000,
trace_1915,Investigation and diagnosis,2016/01/05 23:00:44.000,2016/01/05 23:00:44.000,
trace_1915,Resolution and recovery,2016/01/06 05:26:44.000,2016/01/06 05:32:44.000,
trace_1915,Incident closure,2016/01/06 05:33:44.000,2016/01/06 05:37:44.000,
trace_1916,Incident logging,2016/01/04 12:36:44.000,2016/01/04 12:48:44.000,
trace_1916,Incident classification,2016/01/04 12:49:44.000,2016/01/04 12:54:44.000,Citrix
trace_1916,Initial diagnosis,2016/01/04 13:00:44.000,2016/01/04 13:09:44.000,
trace_1916,Functional escalation,2016/01/04 13:11:44.000,2016/01/04 13:13:44.000,
trace_1916,Investigation and diagnosis,2016/01/04 13:49:44.000,2016/01/05 03:13:44.000,
trace_1916,Resolution and recovery,2016/01/05 08:08:44.000,2016/01/05 08:08:44.000,
trace_1916,Incident closure,2016/01/05 08:08:44.000,2016/01/05 08:25:44.000,
trace_1917,Incident logging,2016/01/04 14:53:44.000,2016/01/04 14:55:44.000,
trace_1917,Incident classification,2016/01/04 14:56:44.000,2016/01/04 15:02:44.000,Citrix
trace_1917,Initial diagnosis,2016/01/04 15:11:44.000,2016/01/04 15:14:44.000,
trace_1917,Functional escalation,2016/01/04 15:16:44.000,2016/01/04 15:22:44.000,
trace_1917,Investigation and diagnosis,2016/01/05 07:50:44.000,2016/01/05 12:50:44.000,
trace_1917,Resolution and recovery,2016/01/05 19:29:44.000,2016/01/05 19:59:44.000,
trace_1917,Incident closure,2016/01/05 20:00:44.000,2016/01/05 20:17:44.000,
trace_1918,Incident logging,2016/01/04 14:05:44.000,2016/01/04 14:11:44.000,
trace_1918,Incident classification,2016/01/04 14:12:44.000,2016/01/04 14:18:44.000,SAP
trace_1918,Initial diagnosis,2016/01/04 14:24:44.000,2016/01/04 14:35:44.000,
trace_1918,Resolution and recovery,2016/01/04 17:47:44.000,2016/01/04 18:01:44.000,
trace_1918,Incident closure,2016/01/04 18:01:44.000,2016/01/04 18:09:44.000,
trace_1919,Incident logging,2016/01/04 13:50:44.000,2016/01/04 14:13:44.000,
trace_1919,Incident classification,2016/01/04 14:13:44.000,2016/01/04 14:18:44.000,Citrix
trace_1919,Initial diagnosis,2016/01/04 14:21:44.000,2016/01/04 14:33:44.000,
trace_1919,Functional escalation,2016/01/04 14:39:44.000,2016/01/04 14:44:44.000,
trace_1919,Investigation and diagnosis,2016/01/04 23:14:44.000,2016/01/05 06:07:44.000,
trace_1919,Resolution and recovery,2016/01/05 09:09:44.000,2016/01/05 09:49:44.000,
trace_1919,Incident closure,2016/01/05 09:52:44.000,2016/01/05 10:12:44.000,
trace_1920,Incident logging,2016/01/04 12:03:44.000,2016/01/04 12:03:44.000,
trace_1920,Incident classification,2016/01/04 12:05:44.000,2016/01/04 12:14:44.000,Citrix
trace_1920,Initial diagnosis,2016/01/04 12:23:44.000,2016/01/04 12:27:44.000,
trace_1920,Functional escalation,2016/01/04 12:27:44.000,2016/01/04 12:35:44.000,
trace_1920,Investigation and diagnosis,2016/01/05 14:40:44.000,2016/01/06 02:29:44.000,
trace_1920,Resolution and recovery,2016/01/06 05:13:44.000,2016/01/06 05:50:44.000,
trace_1920,Incident closure,2016/01/06 05:50:44.000,2016/01/06 06:14:44.000,
trace_1921,Incident logging,2016/01/04 13:03:44.000,2016/01/04 13:20:44.000,
trace_1921,Incident classification,2016/01/04 13:20:44.000,2016/01/04 13:26:44.000,SAP
trace_1921,Initial diagnosis,2016/01/04 13:38:44.000,2016/01/04 13:39:44.000,
trace_1921,Resolution and recovery,2016/01/04 17:46:44.000,2016/01/04 18:27:44.000,
trace_1921,Incident closure,2016/01/04 18:29:44.000,2016/01/04 18:36:44.000,
trace_1922,Incident logging,2016/01/04 15:12:44.000,2016/01/04 15:26:44.000,
trace_1922,Incident classification,2016/01/04 15:29:44.000,2016/01/04 15:31:44.000,Mail
trace_1922,Initial diagnosis,2016/01/04 15:33:44.000,2016/01/04 15:49:44.000,
trace_1922,Incident closure,2016/01/04 17:51:44.000,2016/01/04 18:05:44.000,
trace_1923,Incident logging,2016/01/04 12:39:44.000,2016/01/04 12:42:44.000,
trace_1923,Incident classification,2016/01/04 12:42:44.000,2016/01/04 12:51:44.000,SAP
trace_1923,Initial diagnosis,2016/01/04 12:52:44.000,2016/01/04 13:03:44.000,
trace_1923,Functional escalation,2016/01/04 13:04:44.000,2016/01/04 13:07:44.000,
trace_1923,Investigation and diagnosis,2016/01/04 15:54:44.000,2016/01/04 17:18:44.000,
trace_1923,Initial diagnosis,2016/01/04 18:36:44.000,2016/01/04 18:36:44.000,
trace_1923,Resolution and recovery,2016/01/04 19:58:44.000,2016/01/04 21:05:44.000,
trace_1923,Incident closure,2016/01/04 21:05:44.000,2016/01/04 21:05:44.000,
trace_1924,Incident logging,2016/01/04 14:10:44.000,2016/01/04 14:22:44.000,
trace_1924,Incident classification,2016/01/04 14:24:44.000,2016/01/04 14:28:44.000,Mail
trace_1924,Initial diagnosis,2016/01/04 14:42:44.000,2016/01/04 14:49:44.000,
trace_1924,Functional escalation,2016/01/04 14:50:44.000,2016/01/04 14:55:44.000,
trace_1924,Investigation and diagnosis,2016/01/04 23:54:44.000,2016/01/05 02:51:44.000,
trace_1924,Incident closure,2016/01/05 04:51:44.000,2016/01/05 05:14:44.000,
trace_1925,Incident logging,2016/01/04 14:03:44.000,2016/01/04 14:17:44.000,
trace_1925,Incident classification,2016/01/04 14:19:44.000,2016/01/04 14:23:44.000,SAP
trace_1925,Initial diagnosis,2016/01/04 14:34:44.000,2016/01/04 14:45:44.000,
trace_1925,Functional escalation,2016/01/04 14:45:44.000,2016/01/04 14:49:44.000,
trace_1925,Investigation and diagnosis,2016/01/05 04:08:44.000,2016/01/05 06:43:44.000,
trace_1925,Initial diagnosis,2016/01/05 07:51:44.000,2016/01/05 08:03:44.000,
trace_1925,Resolution and recovery,2016/01/05 13:07:44.000,2016/01/05 13:21:44.000,
trace_1925,Incident closure,2016/01/05 13:23:44.000,2016/01/05 13:40:44.000,
trace_1926,Incident logging,2016/01/04 11:39:44.000,2016/01/04 11:42:44.000,
trace_1926,Incident classification,2016/01/04 11:43:44.000,2016/01/04 11:43:44.000,Mail
trace_1926,Initial diagnosis,2016/01/04 11:53:44.000,2016/01/04 12:01:44.000,
trace_1926,Resolution and recovery,2016/01/04 13:01:44.000,2016/01/04 14:02:44.000,
trace_1926,Incident closure,2016/01/04 14:05:44.000,2016/01/04 14:16:44.000,
trace_1927,Incident logging,2016/01/04 14:58:44.000,2016/01/04 15:02:44.000,
trace_1927,Incident classification,2016/01/04 15:03:44.000,2016/01/04 15:05:44.000,Mail
trace_1927,Initial diagnosis,2016/01/04 15:11:44.000,2016/01/04 15:17:44.000,
trace_1927,Incident closure,2016/01/04 17:18:44.000,2016/01/04 17:29:44.000,
trace_1928,Incident logging,2016/01/04 12:23:44.000,2016/01/04 12:36:44.000,
trace_1928,Incident classification,2016/01/04 12:38:44.000,2016/01/04 12:38:44.000,Intranet
trace_1928,Initial diagnosis,2016/01/04 12:45:44.000,2016/01/04 12:57:44.000,
trace_1928,Resolution and recovery,2016/01/04 18:04:44.000,2016/01/04 18:22:44.000,
trace_1928,Incident closure,2016/01/04 18:23:44.000,2016/01/04 18:31:44.000,
trace_1929,Incident logging,2016/01/04 13:52:44.000,2016/01/04 13:58:44.000,
trace_1929,Incident classification,2016/01/04 13:59:44.000,2016/01/04 14:00:44.000,SAP
trace_1929,Initial diagnosis,2016/01/04 14:08:44.000,2016/01/04 14:15:44.000,
trace_1929,Functional escalation,2016/01/04 14:16:44.000,2016/01/04 14:22:44.000,
trace_1929,Investigation and diagnosis,2016/01/05 12:34:44.000,2016/01/05 22:37:44.000,
trace_1929,Initial diagnosis,2016/01/05 23:43:44.000,2016/01/05 23:52:44.000,
trace_1929,Resolution and recovery,2016/01/06 04:59:44.000,2016/01/06 05:27:44.000,
trace_1929,Incident closure,2016/01/06 05:28:44.000,2016/01/06 05:38:44.000,
trace_1930,Incident logging,2016/01/04 12:22:44.000,2016/01/04 12:22:44.000,
trace_1930,Incident classification,2016/01/04 12:23:44.000,2016/01/04 12:27:44.000,SAP
trace_1930,Initial diagnosis,2016/01/04 12:40:44.000,2016/01/04 12:53:44.000,
trace_1930,Resolution and recovery,2016/01/04 16:37:44.000,2016/01/04 17:22:44.000,
trace_1930,Incident closure,2016/01/04 17:22:44.000,2016/01/04 17:42:44.000,
trace_1931,Incident logging,2016/01/04 14:04:44.000,2016/01/04 14:09:44.000,
trace_1931,Incident classification,2016/01/04 14:10:44.000,2016/01/04 14:14:44.000,Mail
trace_1931,Initial diagnosis,2016/01/04 14:22:44.000,2016/01/04 14:32:44.000,
trace_1931,Resolution and recovery,2016/01/04 19:32:44.000,2016/01/04 20:05:44.000,
trace_1931,Incident closure,2016/01/04 20:06:44.000,2016/01/04 20:21:44.000,
trace_1932,Incident logging,2016/01/04 14:14:44.000,2016/01/04 14:20:44.000,
trace_1932,Incident classification,2016/01/04 14:22:44.000,2016/01/04 14:25:44.000,Mail
trace_1932,Initial diagnosis,2016/01/04 14:34:44.000,2016/01/04 14:46:44.000,
trace_1932,Functional escalation,2016/01/04 14:48:44.000,2016/01/04 14:54:44.000,
trace_1932,Investigation and diagnosis,2016/01/05 07:52:44.000,2016/01/05 11:03:44.000,
trace_1932,Resolution and recovery,2016/01/05 14:50:44.000,2016/01/05 15:06:44.000,
trace_1932,Incident closure,2016/01/05 15:07:44.000,2016/01/05 15:21:44.000,
trace_1933,Incident logging,2016/01/04 13:02:44.000,2016/01/04 13:22:44.000,
trace_1933,Incident classification,2016/01/04 13:22:44.000,2016/01/04 13:24:44.000,SAP
trace_1933,Initial diagnosis,2016/01/04 13:31:44.000,2016/01/04 13:41:44.000,
trace_1933,Resolution and recovery,2016/01/04 18:49:44.000,2016/01/04 19:01:44.000,
trace_1933,Incident closure,2016/01/04 19:01:44.000,2016/01/04 19:19:44.000,
trace_1934,Incident logging,2016/01/04 15:02:44.000,2016/01/04 15:19:44.000,
trace_1934,Incident classification,2016/01/04 15:22:44.000,2016/01/04 15:23:44.000,SAP
trace_1934,Initial diagnosis,2016/01/04 15:27:44.000,2016/01/04 15:34:44.000,
trace_1934,Resolution and recovery,2016/01/04 21:59:44.000,2016/01/04 22:44:44.000,
trace_1934,Incident closure,2016/01/04 22:46:44.000,2016/01/04 22:49:44.000,
trace_1935,Incident logging,2016/01/04 14:24:44.000,2016/01/04 14:30:44.000,
trace_1935,Incident classification,2016/01/04 14:30:44.000,2016/01/04 14:31:44.000,Mail
trace_1935,Initial diagnosis,2016/01/04 14:38:44.000,2016/01/04 14:46:44.000,
trace_1935,Resolution and recovery,2016/01/04 21:40:44.000,2016/01/04 22:00:44.000,
trace_1935,Incident closure,2016/01/04 22:01:44.000,2016/01/04 22:16:44.000,
trace_1936,Incident logging,2016/01/04 11:58:44.000,2016/01/04 12:13:44.000,
trace_1936,Incident classification,2016/01/04 12:14:44.000,2016/01/04 12:14:44.000,Backup
trace_1936,Initial diagnosis,2016/01/04 12:18:44.000,2016/01/04 12:22:44.000,
trace_1936,Resolution and recovery,2016/01/04 13:43:44.000,2016/01/04 14:11:44.000,
trace_1936,Incident closure,2016/01/04 14:11:44.000,2016/01/04 14:28:44.000,
trace_1937,Incident logging,2016/01/04 10:39:44.000,2016/01/04 10:41:44.000,
trace_1937,Incident classification,2016/01/04 10:41:44.000,2016/01/04 10:47:44.000,SAP
trace_1937,Initial diagnosis,2016/01/04 10:58:44.000,2016/01/04 11:08:44.000,
trace_1937,Functional escalation,2016/01/04 11:12:44.000,2016/01/04 11:19:44.000,
trace_1937,Investigation and diagnosis,2016/01/04 19:39:44.000,2016/01/04 22:56:44.000,
trace_1937,Resolution and recovery,2016/01/04 23:59:44.000,2016/01/05 00:39:44.000,
trace_1937,Incident closure,2016/01/05 00:39:44.000,2016/01/05 00:54:44.000,
trace_1938,Incident logging,2016/01/04 14:28:44.000,2016/01/04 14:49:44.000,
trace_1938,Incident classification,2016/01/04 14:51:44.000,2016/01/04 14:51:44.000,Citrix
trace_1938,Initial diagnosis,2016/01/04 15:02:44.000,2016/01/04 15:14:44.000,
trace_1938,Functional escalation,2016/01/04 15:14:44.000,2016/01/04 15:18:44.000,
trace_1938,Investigation and diagnosis,2016/01/04 21:49:44.000,2016/01/05 06:17:44.000,
trace_1938,Resolution and recovery,2016/01/05 10:28:44.000,2016/01/05 10:47:44.000,
trace_1938,Incident closure,2016/01/05 10:48:44.000,2016/01/05 11:10:44.000,
trace_1939,Incident logging,2016/01/04 11:15:44.000,2016/01/04 11:20:44.000,
trace_1939,Incident classification,2016/01/04 11:22:44.000,2016/01/04 11:27:44.000,SAP
trace_1939,Initial diagnosis,2016/01/04 11:33:44.000,2016/01/04 11:44:44.000,
trace_1939,Resolution and recovery,2016/01/04 14:47:44.000,2016/01/04 16:00:44.000,
trace_1939,Incident closure,2016/01/04 16:01:44.000,2016/01/04 16:11:44.000,
trace_1940,Incident logging,2016/01/04 15:09:44.000,2016/01/04 15:13:44.000,
trace_1940,Incident classification,2016/01/04 15:13:44.000,2016/01/04 15:21:44.000,SAP
trace_1940,Initial diagnosis,2016/01/04 15:35:44.000,2016/01/04 15:52:44.000,
trace_1940,Resolution and recovery,2016/01/04 21:15:44.000,2016/01/04 21:49:44.000,
trace_1940,Incident closure,2016/01/04 21:49:44.000,2016/01/04 22:03:44.000,
trace_1941,Incident logging,2016/01/04 13:49:44.000,2016/01/04 13:50:44.000,
trace_1941,Incident classification,2016/01/04 13:50:44.000,2016/01/04 13:54:44.000,SAP
trace_1941,Initial diagnosis,2016/01/04 14:03:44.000,2016/01/04 14:17:44.000,
trace_1941,Functional escalation,2016/01/04 14:21:44.000,2016/01/04 14:27:44.000,
trace_1941,Investigation and diagnosis,2016/01/04 22:50:44.000,2016/01/05 03:50:44.000,
trace_1941,Initial diagnosis,2016/01/05 04:53:44.000,2016/01/05 05:08:44.000,
trace_1941,Functional escalation,2016/01/05 05:13:44.000,2016/01/05 05:15:44.000,
trace_1941,Investigation and diagnosis,2016/01/05 10:46:44.000,2016/01/05 18:53:44.000,
trace_1941,Resolution and recovery,2016/01/05 23:01:44.000,2016/01/05 23:34:44.000,
trace_1941,Incident closure,2016/01/05 23:34:44.000,2016/01/05 23:52:44.000,
trace_1942,Incident logging,2016/01/04 13:09:44.000,2016/01/04 13:15:44.000,
trace_1942,Incident classification,2016/01/04 13:15:44.000,2016/01/04 13:18:44.000,Citrix
trace_1942,Initial diagnosis,2016/01/04 13:21:44.000,2016/01/04 13:31:44.000,
trace_1942,Resolution and recovery,2016/01/04 18:45:44.000,2016/01/04 19:10:44.000,
trace_1942,Incident closure,2016/01/04 19:10:44.000,2016/01/04 19:28:44.000,
trace_1943,Incident logging,2016/01/04 13:29:44.000,2016/01/04 13:41:44.000,
trace_1943,Incident classification,2016/01/04 13:41:44.000,2016/01/04 13:46:44.000,SAP
trace_1943,Initial diagnosis,2016/01/04 13:56:44.000,2016/01/04 14:06:44.000,
trace_1943,Resolution and recovery,2016/01/04 15:48:44.000,2016/01/04 16:16:44.000,
trace_1943,Incident closure,2016/01/04 16:16:44.000,2016/01/04 16:22:44.000,
trace_1944,Incident logging,2016/01/04 12:54:44.000,2016/01/04 13:02:44.000,
trace_1944,Incident classification,2016/01/04 13:04:44.000,2016/01/04 13:09:44.000,SAP
trace_1944,Initial diagnosis,2016/01/04 13:18:44.000,2016/01/04 13:30:44.000,
trace_1944,Resolution and recovery,2016/01/04 18:28:44.000,2016/01/04 18:38:44.000,
trace_1944,Incident closure,2016/01/04 18:39:44.000,2016/01/04 18:49:44.000,
trace_1945,Incident logging,2016/01/04 13:03:44.000,2016/01/04 13:16:44.000,
trace_1945,Incident classification,2016/01/04 13:17:44.000,2016/01/04 13:20:44.000,Citrix
trace_1945,Initial diagnosis,2016/01/04 13:23:44.000,2016/01/04 13:34:44.000,
trace_1945,Functional escalation,2016/01/04 13:34:44.000,2016/01/04 13:39:44.000,
trace_1945,Investigation and diagnosis,2016/01/05 07:36:44.000,2016/01/05 12:49:44.000,
trace_1945,Resolution and recovery,2016/01/05 16:39:44.000,2016/01/05 17:22:44.000,
trace_1945,Incident closure,2016/01/05 17:24:44.000,2016/01/05 17:34:44.000,
trace_1946,Incident logging,2016/01/04 13:04:44.000,2016/01/04 13:04:44.000,
trace_1946,Incident classification,2016/01/04 13:04:44.000,2016/01/04 13:07:44.000,Mail
trace_1946,Initial diagnosis,2016/01/04 13:12:44.000,2016/01/04 13:13:44.000,
trace_1946,Incident closure,2016/01/04 15:15:44.000,2016/01/04 15:21:44.000,
trace_1947,Incident logging,2016/01/04 13:46:44.000,2016/01/04 13:46:44.000,
trace_1947,Incident classification,2016/01/04 13:47:44.000,2016/01/04 13:49:44.000,SAP
trace_1947,Initial diagnosis,2016/01/04 13:58:44.000,2016/01/04 14:13:44.000,
trace_1947,Functional escalation,2016/01/04 14:16:44.000,2016/01/04 14:19:44.000,
trace_1947,Investigation and diagnosis,2016/01/04 23:41:44.000,2016/01/05 00:52:44.000,
trace_1947,Resolution and recovery,2016/01/05 04:28:44.000,2016/01/05 04:28:44.000,
trace_1947,Incident closure,2016/01/05 04:29:44.000,2016/01/05 04:43:44.000,
trace_1948,Incident logging,2016/01/04 13:58:44.000,2016/01/04 14:05:44.000,
trace_1948,Incident classification,2016/01/04 14:06:44.000,2016/01/04 14:12:44.000,Mail
trace_1948,Initial diagnosis,2016/01/04 14:16:44.000,2016/01/04 14:24:44.000,
trace_1948,Resolution and recovery,2016/01/04 16:08:44.000,2016/01/04 17:04:44.000,
trace_1948,Incident closure,2016/01/04 17:04:44.000,2016/01/04 17:11:44.000,
trace_1949,Incident logging,2016/01/04 12:22:44.000,2016/01/04 12:31:44.000,
trace_1949,Incident classification,2016/01/04 12:31:44.000,2016/01/04 12:35:44.000,Mail
trace_1949,Initial diagnosis,2016/01/04 12:42:44.000,2016/01/04 12:56:44.000,
trace_1949,Incident closure,2016/01/04 14:58:44.000,2016/01/04 15:19:44.000,
trace_1950,Incident logging,2016/01/04 13:29:44.000,2016/01/04 13:43:44.000,
trace_1950,Incident classification,2016/01/04 13:44:44.000,2016/01/04 13:50:44.000,SAP
trace_1950,Initial diagnosis,2016/01/04 13:57:44.000,2016/01/04 14:08:44.000,
trace_1950,Functional escalation,2016/01/04 14:11:44.000,2016/01/04 14:16:44.000,
trace_1950,Investigation and diagnosis,2016/01/05 07:03:44.000,2016/01/05 16:32:44.000,
trace_1950,Initial diagnosis,2016/01/05 17:44:44.000,2016/01/05 17:58:44.000,
trace_1950,Resolution and recovery,2016/01/05 20:36:44.000,2016/01/05 20:54:44.000,
trace_1950,Incident closure,2016/01/05 20:56:44.000,2016/01/05 21:17:44.000,
trace_1951,Incident logging,2016/01/04 13:02:44.000,2016/01/04 13:06:44.000,
trace_1951,Incident classification,2016/01/04 13:07:44.000,2016/01/04 13:11:44.000,SAP
trace_1951,Initial diagnosis,2016/01/04 13:15:44.000,2016/01/04 13:24:44.000,
trace_1951,Resolution and recovery,2016/01/04 17:36:44.000,2016/01/04 17:44:44.000,
trace_1951,Incident closure,2016/01/04 17:44:44.000,2016/01/04 18:05:44.000,
trace_1952,Incident logging,2016/01/04 13:25:44.000,2016/01/04 13:29:44.000,
trace_1952,Incident classification,2016/01/04 13:29:44.000,2016/01/04 13:31:44.000,SAP
trace_1952,Initial diagnosis,2016/01/04 13:49:44.000,2016/01/04 14:01:44.000,
trace_1952,Resolution and recovery,2016/01/04 18:32:44.000,2016/01/04 19:15:44.000,
trace_1952,Incident closure,2016/01/04 19:16:44.000,2016/01/04 19:31:44.000,
trace_1953,Incident logging,2016/01/04 13:30:44.000,2016/01/04 13:35:44.000,
trace_1953,Incident classification,2016/01/04 13:36:44.000,2016/01/04 13:45:44.000,Mail
trace_1953,Initial diagnosis,2016/01/04 13:55:44.000,2016/01/04 14:11:44.000,
trace_1953,Incident closure,2016/01/04 16:12:44.000,2016/01/04 16:28:44.000,
trace_1954,Incident logging,2016/01/04 12:01:44.000,2016/01/04 12:17:44.000,
trace_1954,Incident classification,2016/01/04 12:18:44.000,2016/01/04 12:21:44.000,SAP
trace_1954,Initial diagnosis,2016/01/04 12:31:44.000,2016/01/04 12:41:44.000,
trace_1954,Resolution and recovery,2016/01/04 15:57:44.000,2016/01/04 16:11:44.000,
trace_1954,Incident closure,2016/01/04 16:12:44.000,2016/01/04 16:20:44.000,
trace_1955,Incident logging,2016/01/04 12:54:44.000,2016/01/04 13:03:44.000,
trace_1955,Incident classification,2016/01/04 13:04:44.000,2016/01/04 13:04:44.000,SAP
trace_1955,Initial diagnosis,2016/01/04 13:13:44.000,2016/01/04 13:24:44.000,
trace_1955,Resolution and recovery,2016/01/04 16:32:44.000,2016/01/04 17:21:44.000,
trace_1955,Incident closure,2016/01/04 17:21:44.000,2016/01/04 17:33:44.000,
trace_1956,Incident logging,2016/01/04 13:42:44.000,2016/01/04 13:46:44.000,
trace_1956,Incident classification,2016/01/04 13:46:44.000,2016/01/04 13:50:44.000,Mail
trace_1956,Initial diagnosis,2016/01/04 13:59:44.000,2016/01/04 14:11:44.000,
trace_1956,Functional escalation,2016/01/04 14:14:44.000,2016/01/04 14:21:44.000,
trace_1956,Investigation and diagnosis,2016/01/04 23:29:44.000,2016/01/05 02:29:44.000,
trace_1956,Resolution and recovery,2016/01/05 07:56:44.000,2016/01/05 08:25:44.000,
trace_1956,Incident closure,2016/01/05 08:26:44.000,2016/01/05 08:45:44.000,
trace_1957,Incident logging,2016/01/04 13:28:44.000,2016/01/04 13:54:44.000,
trace_1957,Incident classification,2016/01/04 13:55:44.000,2016/01/04 13:58:44.000,SAP
trace_1957,Initial diagnosis,2016/01/04 14:07:44.000,2016/01/04 14:15:44.000,
trace_1957,Resolution and recovery,2016/01/04 15:53:44.000,2016/01/04 16:46:44.000,
trace_1957,Incident closure,2016/01/04 16:48:44.000,2016/01/04 17:02:44.000,
trace_1958,Incident logging,2016/01/04 12:29:44.000,2016/01/04 12:30:44.000,
trace_1958,Incident classification,2016/01/04 12:31:44.000,2016/01/04 12:36:44.000,Mail
trace_1958,Initial diagnosis,2016/01/04 12:39:44.000,2016/01/04 12:54:44.000,
